´úÂë,½»Ò×Ëù,Ãû³Æ,´úÂë2,²úÆ·´úÂë,²úÆ·ÀàÐÍ,½»¸îÄê·Ý,½»¸îÔÂ·Ý,ºÏÔ¼³ËÊý,PriceTick,´´½¨ÈÕ,ÉÏÊÐÈÕ,µ½ÆÚÈÕ,¿ªÊ¼½»¸îÈÕ,½áÊø½»¸îÈÕ,ºÏÔ¼ÖÜÆÚ×´Ì¬,ÊÇ·ñ½»Ò×,³Ö²ÖÀàÐÍ,³Ö²ÖÈÕÆÚÀàÐÍ,±êµÄ´úÂë,Ö´ÐÐ¼Û,ÆÚÈ¨ÀàÐÍ
cu2001C42000,SHFE,cu2001C42000,cu2001C42000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,42000.0000,1 
cu2001C43000,SHFE,cu2001C43000,cu2001C43000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,43000.0000,1 
cu2001C44000,SHFE,cu2001C44000,cu2001C44000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,44000.0000,1 
cu2001C45000,SHFE,cu2001C45000,cu2001C45000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,45000.0000,1 
cu2001C46000,SHFE,cu2001C46000,cu2001C46000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,46000.0000,1 
cu2001C47000,SHFE,cu2001C47000,cu2001C47000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,47000.0000,1 
cu2001C48000,SHFE,cu2001C48000,cu2001C48000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,48000.0000,1 
cu2001C49000,SHFE,cu2001C49000,cu2001C49000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,49000.0000,1 
cu2001C50000,SHFE,cu2001C50000,cu2001C50000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,50000.0000,1 
cu2001C51000,SHFE,cu2001C51000,cu2001C51000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,51000.0000,1 
cu2001C52000,SHFE,cu2001C52000,cu2001C52000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,52000.0000,1 
cu2001C53000,SHFE,cu2001C53000,cu2001C53000,cu_o,2,2019,12,5,1.0000,20190222,20190222,20191225,20191225,20191225,1,1,2,1,cu2001,53000.0000,1 
cu2001P42000,SHFE,cu2001P42000,cu2001P42000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,42000.0000,2 
cu2001P43000,SHFE,cu2001P43000,cu2001P43000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,43000.0000,2 
cu2001P44000,SHFE,cu2001P44000,cu2001P44000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,44000.0000,2 
cu2001P45000,SHFE,cu2001P45000,cu2001P45000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,45000.0000,2 
cu2001P46000,SHFE,cu2001P46000,cu2001P46000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,46000.0000,2 
cu2001P47000,SHFE,cu2001P47000,cu2001P47000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,47000.0000,2 
cu2001P48000,SHFE,cu2001P48000,cu2001P48000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,48000.0000,2 
cu2001P49000,SHFE,cu2001P49000,cu2001P49000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,49000.0000,2 
cu2001P50000,SHFE,cu2001P50000,cu2001P50000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,50000.0000,2 
cu2001P51000,SHFE,cu2001P51000,cu2001P51000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,51000.0000,2 
cu2001P52000,SHFE,cu2001P52000,cu2001P52000,cu_o,2,2019,12,5,1.0000,20190116,20190116,20191225,20191225,20191225,1,1,2,1,cu2001,52000.0000,2 
cu2001P53000,SHFE,cu2001P53000,cu2001P53000,cu_o,2,2019,12,5,1.0000,20190222,20190222,20191225,20191225,20191225,1,1,2,1,cu2001,53000.0000,2 
cu2002,SHFE,Í­2002,cu2002,cu,1,2020,2,5,10.0000,20190116,20190218,20200217,20200218,20200224,1,1,2,1,,0.0000,0 
cu2002C43000,SHFE,cu2002C43000,cu2002C43000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,43000.0000,1 
cu2002C44000,SHFE,cu2002C44000,cu2002C44000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,44000.0000,1 
cu2002C45000,SHFE,cu2002C45000,cu2002C45000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,45000.0000,1 
cu2002C46000,SHFE,cu2002C46000,cu2002C46000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,46000.0000,1 
cu2002C47000,SHFE,cu2002C47000,cu2002C47000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,47000.0000,1 
cu2002C48000,SHFE,cu2002C48000,cu2002C48000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,48000.0000,1 
cu2002C49000,SHFE,cu2002C49000,cu2002C49000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,49000.0000,1 
cu2002C50000,SHFE,cu2002C50000,cu2002C50000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,50000.0000,1 
cu2002C51000,SHFE,cu2002C51000,cu2002C51000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,51000.0000,1 
cu2002C52000,SHFE,cu2002C52000,cu2002C52000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,52000.0000,1 
cu2002C53000,SHFE,cu2002C53000,cu2002C53000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,53000.0000,1 
cu2002C54000,SHFE,cu2002C54000,cu2002C54000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,54000.0000,1 
cu2002P43000,SHFE,cu2002P43000,cu2002P43000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,43000.0000,2 
cu2002P44000,SHFE,cu2002P44000,cu2002P44000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,44000.0000,2 
cu2002P45000,SHFE,cu2002P45000,cu2002P45000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,45000.0000,2 
cu2002P46000,SHFE,cu2002P46000,cu2002P46000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,46000.0000,2 
cu2002P47000,SHFE,cu2002P47000,cu2002P47000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,47000.0000,2 
cu2002P48000,SHFE,cu2002P48000,cu2002P48000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,48000.0000,2 
cu2002P49000,SHFE,cu2002P49000,cu2002P49000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,49000.0000,2 
cu2002P50000,SHFE,cu2002P50000,cu2002P50000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,50000.0000,2 
cu2002P51000,SHFE,cu2002P51000,cu2002P51000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,51000.0000,2 
cu2002P52000,SHFE,cu2002P52000,cu2002P52000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,52000.0000,2 
cu2002P53000,SHFE,cu2002P53000,cu2002P53000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,53000.0000,2 
cu2002P54000,SHFE,cu2002P54000,cu2002P54000,cu_o,2,2020,1,5,1.0000,20190218,20190218,20200127,20200127,20200127,1,1,2,1,cu2002,54000.0000,2 
cu2003,SHFE,Í­2003,cu2003,cu,1,2020,3,5,10.0000,20190213,20190318,20200316,20200317,20200323,1,1,2,1,,0.0000,0 
cu2003C43000,SHFE,cu2003C43000,cu2003C43000,cu_o,2,2020,2,5,1.0000,20190711,20190711,20200224,20200224,20200224,1,1,2,1,cu2003,43000.0000,1 
cu2003C44000,SHFE,cu2003C44000,cu2003C44000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,44000.0000,1 
cu2003C45000,SHFE,cu2003C45000,cu2003C45000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,45000.0000,1 
cu2003C46000,SHFE,cu2003C46000,cu2003C46000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,46000.0000,1 
cu2003C47000,SHFE,cu2003C47000,cu2003C47000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,47000.0000,1 
cu2003C48000,SHFE,cu2003C48000,cu2003C48000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,48000.0000,1 
cu2003C49000,SHFE,cu2003C49000,cu2003C49000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,49000.0000,1 
cu2003C50000,SHFE,cu2003C50000,cu2003C50000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,50000.0000,1 
cu2003C51000,SHFE,cu2003C51000,cu2003C51000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,51000.0000,1 
cu2003C52000,SHFE,cu2003C52000,cu2003C52000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,52000.0000,1 
cu2003C53000,SHFE,cu2003C53000,cu2003C53000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,53000.0000,1 
cu2003C54000,SHFE,cu2003C54000,cu2003C54000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,54000.0000,1 
cu2003P43000,SHFE,cu2003P43000,cu2003P43000,cu_o,2,2020,2,5,1.0000,20190711,20190711,20200224,20200224,20200224,1,1,2,1,cu2003,43000.0000,2 
cu2003P44000,SHFE,cu2003P44000,cu2003P44000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,44000.0000,2 
cu2003P45000,SHFE,cu2003P45000,cu2003P45000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,45000.0000,2 
cu2003P46000,SHFE,cu2003P46000,cu2003P46000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,46000.0000,2 
cu2003P47000,SHFE,cu2003P47000,cu2003P47000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,47000.0000,2 
cu2003P48000,SHFE,cu2003P48000,cu2003P48000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,48000.0000,2 
cu2003P49000,SHFE,cu2003P49000,cu2003P49000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,49000.0000,2 
cu2003P50000,SHFE,cu2003P50000,cu2003P50000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,50000.0000,2 
cu2003P51000,SHFE,cu2003P51000,cu2003P51000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,51000.0000,2 
cu2003P52000,SHFE,cu2003P52000,cu2003P52000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,52000.0000,2 
cu2003P53000,SHFE,cu2003P53000,cu2003P53000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,53000.0000,2 
cu2003P54000,SHFE,cu2003P54000,cu2003P54000,cu_o,2,2020,2,5,1.0000,20190318,20190318,20200224,20200224,20200224,1,1,2,1,cu2003,54000.0000,2 
cu2004,SHFE,Í­2004,cu2004,cu,1,2020,4,5,10.0000,20190314,20190416,20200415,20200416,20200422,1,1,2,1,,0.0000,0 
cu2004C44000,SHFE,cu2004C44000,cu2004C44000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,44000.0000,1 
cu2004C45000,SHFE,cu2004C45000,cu2004C45000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,45000.0000,1 
cu2004C46000,SHFE,cu2004C46000,cu2004C46000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,46000.0000,1 
cu2004C47000,SHFE,cu2004C47000,cu2004C47000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,47000.0000,1 
cu2004C48000,SHFE,cu2004C48000,cu2004C48000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,48000.0000,1 
cu2004C49000,SHFE,cu2004C49000,cu2004C49000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,49000.0000,1 
cu2004C50000,SHFE,cu2004C50000,cu2004C50000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,50000.0000,1 
cu2004C51000,SHFE,cu2004C51000,cu2004C51000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,51000.0000,1 
cu2004C52000,SHFE,cu2004C52000,cu2004C52000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,52000.0000,1 
cu2004C53000,SHFE,cu2004C53000,cu2004C53000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,53000.0000,1 
cu2004C54000,SHFE,cu2004C54000,cu2004C54000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,54000.0000,1 
cu2004C55000,SHFE,cu2004C55000,cu2004C55000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,55000.0000,1 
cu2004P44000,SHFE,cu2004P44000,cu2004P44000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,44000.0000,2 
cu2004P45000,SHFE,cu2004P45000,cu2004P45000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,45000.0000,2 
cu2004P46000,SHFE,cu2004P46000,cu2004P46000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,46000.0000,2 
cu2004P47000,SHFE,cu2004P47000,cu2004P47000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,47000.0000,2 
cu2004P48000,SHFE,cu2004P48000,cu2004P48000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,48000.0000,2 
cu2004P49000,SHFE,cu2004P49000,cu2004P49000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,49000.0000,2 
cu2004P50000,SHFE,cu2004P50000,cu2004P50000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,50000.0000,2 
cu2004P51000,SHFE,cu2004P51000,cu2004P51000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,51000.0000,2 
cu2004P52000,SHFE,cu2004P52000,cu2004P52000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,52000.0000,2 
cu2004P53000,SHFE,cu2004P53000,cu2004P53000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,53000.0000,2 
cu2004P54000,SHFE,cu2004P54000,cu2004P54000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,54000.0000,2 
cu2004P55000,SHFE,cu2004P55000,cu2004P55000,cu_o,2,2020,3,5,1.0000,20190416,20190416,20200325,20200325,20200325,1,1,2,1,cu2004,55000.0000,2 
cu2005,SHFE,Í­2005,cu2005,cu,1,2020,5,5,10.0000,20190415,20190516,20200515,20200518,20200522,1,1,2,1,,0.0000,0 
cu2005C43000,SHFE,cu2005C43000,cu2005C43000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,43000.0000,1 
cu2005C44000,SHFE,cu2005C44000,cu2005C44000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,44000.0000,1 
cu2005C45000,SHFE,cu2005C45000,cu2005C45000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,45000.0000,1 
cu2005C46000,SHFE,cu2005C46000,cu2005C46000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,46000.0000,1 
cu2005C47000,SHFE,cu2005C47000,cu2005C47000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,47000.0000,1 
cu2005C48000,SHFE,cu2005C48000,cu2005C48000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,48000.0000,1 
cu2005C49000,SHFE,cu2005C49000,cu2005C49000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,49000.0000,1 
cu2005C50000,SHFE,cu2005C50000,cu2005C50000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,50000.0000,1 
cu2005C51000,SHFE,cu2005C51000,cu2005C51000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,51000.0000,1 
cu2005C52000,SHFE,cu2005C52000,cu2005C52000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,52000.0000,1 
cu2005C53000,SHFE,cu2005C53000,cu2005C53000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,53000.0000,1 
cu2005P43000,SHFE,cu2005P43000,cu2005P43000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,43000.0000,2 
cu2005P44000,SHFE,cu2005P44000,cu2005P44000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,44000.0000,2 
cu2005P45000,SHFE,cu2005P45000,cu2005P45000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,45000.0000,2 
cu2005P46000,SHFE,cu2005P46000,cu2005P46000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,46000.0000,2 
cu2005P47000,SHFE,cu2005P47000,cu2005P47000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,47000.0000,2 
cu2005P48000,SHFE,cu2005P48000,cu2005P48000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,48000.0000,2 
cu2005P49000,SHFE,cu2005P49000,cu2005P49000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,49000.0000,2 
cu2005P50000,SHFE,cu2005P50000,cu2005P50000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,50000.0000,2 
cu2005P51000,SHFE,cu2005P51000,cu2005P51000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,51000.0000,2 
cu2005P52000,SHFE,cu2005P52000,cu2005P52000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,52000.0000,2 
cu2005P53000,SHFE,cu2005P53000,cu2005P53000,cu_o,2,2020,4,5,1.0000,20190516,20190516,20200424,20200424,20200424,1,1,2,1,cu2005,53000.0000,2 
cu2006,SHFE,Í­2006,cu2006,cu,1,2020,6,5,10.0000,20190516,20190618,20200615,20200616,20200622,1,1,2,1,,0.0000,0 
cu2006C41000,SHFE,cu2006C41000,cu2006C41000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,41000.0000,1 
cu2006C42000,SHFE,cu2006C42000,cu2006C42000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,42000.0000,1 
cu2006C43000,SHFE,cu2006C43000,cu2006C43000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,43000.0000,1 
cu2006C44000,SHFE,cu2006C44000,cu2006C44000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,44000.0000,1 
cu2006C45000,SHFE,cu2006C45000,cu2006C45000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,45000.0000,1 
cu2006C46000,SHFE,cu2006C46000,cu2006C46000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,46000.0000,1 
cu2006C47000,SHFE,cu2006C47000,cu2006C47000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,47000.0000,1 
cu2006C48000,SHFE,cu2006C48000,cu2006C48000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,48000.0000,1 
cu2006C49000,SHFE,cu2006C49000,cu2006C49000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,49000.0000,1 
cu2006C50000,SHFE,cu2006C50000,cu2006C50000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,50000.0000,1 
cu2006C51000,SHFE,cu2006C51000,cu2006C51000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,51000.0000,1 
cu2006C52000,SHFE,cu2006C52000,cu2006C52000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,52000.0000,1 
cu2006P41000,SHFE,cu2006P41000,cu2006P41000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,41000.0000,2 
cu2006P42000,SHFE,cu2006P42000,cu2006P42000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,42000.0000,2 
cu2006P43000,SHFE,cu2006P43000,cu2006P43000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,43000.0000,2 
cu2006P44000,SHFE,cu2006P44000,cu2006P44000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,44000.0000,2 
cu2006P45000,SHFE,cu2006P45000,cu2006P45000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,45000.0000,2 
cu2006P46000,SHFE,cu2006P46000,cu2006P46000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,46000.0000,2 
cu2006P47000,SHFE,cu2006P47000,cu2006P47000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,47000.0000,2 
cu2006P48000,SHFE,cu2006P48000,cu2006P48000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,48000.0000,2 
cu2006P49000,SHFE,cu2006P49000,cu2006P49000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,49000.0000,2 
cu2006P50000,SHFE,cu2006P50000,cu2006P50000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,50000.0000,2 
cu2006P51000,SHFE,cu2006P51000,cu2006P51000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,51000.0000,2 
cu2006P52000,SHFE,cu2006P52000,cu2006P52000,cu_o,2,2020,5,5,1.0000,20190618,20190618,20200525,20200525,20200525,1,1,2,1,cu2006,52000.0000,2 
cu2007,SHFE,Í­2007,cu2007,cu,1,2020,7,5,10.0000,20190613,20190716,20200715,20200716,20200722,1,1,2,1,,0.0000,0 
cu2007C42000,SHFE,cu2007C42000,cu2007C42000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,42000.0000,1 
cu2007C43000,SHFE,cu2007C43000,cu2007C43000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,43000.0000,1 
cu2007C44000,SHFE,cu2007C44000,cu2007C44000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,44000.0000,1 
cu2007C45000,SHFE,cu2007C45000,cu2007C45000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,45000.0000,1 
